id,buyer_name,review_rating,review_title,author_linkurl,review_text
301,Daniel J Farrell,5,solves the problem,https://www.amazon.com/gp/profile/amzn1.account.AGMOEFYFG3KXLTUXHCRRMZAKLCKQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"this works perfectly, thanks!"
302,olivia,5,"Great product, no problems.",https://www.amazon.com/gp/profile/amzn1.account.AHDY4TA77BLYXZMSNPQDUINM745A/ref=cm_cr_arp_d_pdp?ie=UTF8,"Love these lights, no issues whatsoever, perfect for what I needed them for, and great quality. I would buy these again."
303,Be Honest,3,On A Budget?,https://www.amazon.com/gp/profile/amzn1.account.AEYMZELI5GYYGD5PFB65PGU3KU5A/ref=cm_cr_arp_d_pdp?ie=UTF8,"For the PRICE these are an excellent alternative if you are OK with:
1-3 hours solid charge
*some, issues with MP3 player compatibility
Pairing seems to work fine once the Headset is ""mated"" (paired) to the MP3 player or computer
Not always the best bass sound and true ""crisp highs"" but for a value shopper these are acceptable."
304,Sandra W.,5,Good Purchase.,https://www.amazon.com/gp/profile/amzn1.account.AHCGXNBED7KOSI5ZW7X3AWI3OONA/ref=cm_cr_arp_d_pdp?ie=UTF8,Just what I wanted and works perfectly.  I bought a second for my spouse.
305,Georgina,5,The tools are very easy to use,https://www.amazon.com/gp/profile/amzn1.account.AER2DOIIFX2CVY5ACGXDELEFG2SQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"This set is truly outstanding quality and value for money. The set comes in a black pvc case with a zip all the way around the casing. It also helps to keep them safe as quite obviously some of the tools have sharp ends. The tools are very easy to use, feel nice and comfortable in your hand and exactly what I was looking for. excellent tools to use at home !"
306,Francisco Palumbo,5,Gets the job done.,https://www.amazon.com/gp/profile/amzn1.account.AHKHBI3DW4A7HE5MFRVG6XET45OA/ref=cm_cr_arp_d_pdp?ie=UTF8,Works as intended. No problems so far.
307,Francisco Palumbo,5,Gets the job done.,https://www.amazon.com/gp/profile/amzn1.account.AHKHBI3DW4A7HE5MFRVG6XET45OA/ref=cm_cr_arp_d_pdp?ie=UTF8,Works as intended. No problems so far.
308,Bob Drake,5,Excellent solution for cars that cannot use vent phone holders,https://www.amazon.com/gp/profile/amzn1.account.AETKBHDEBFXK3PUDKBW2QGV6L6TA/ref=cm_cr_arp_d_pdp?ie=UTF8,"Bought two and they work well, sticking tightly to the windshield. The hold-and-release mechanism will hold phones of varying width."
309,Sauce,5,Works for shorter cords,https://www.amazon.com/gp/profile/amzn1.account.AFLSLU72IYK5BPXWUIDHAUB7PQ3A/ref=cm_cr_arp_d_pdp?ie=UTF8,Happy with purchase - bought a second one.  Please note as stated a shorter cable is required to work.  I used a 20 ft VGA to my Tv  from PC and it did not work.
310,Joseph Pranschke,5,Works perfectly,https://www.amazon.com/gp/profile/amzn1.account.AGNEG4SZDO4DMCXP3R63LCIJR5YQ/ref=cm_cr_arp_d_pdp?ie=UTF8,"I don't really know what to write here. It does exactly what it says. It removes that irritating buzzing when I plug in a speaker to a bad port. I use it in my car all the time, and I've used it other places as well. It's an ear-saver."
311,Amazon Customer,4,Way better than expected,https://www.amazon.com/gp/profile/amzn1.account.AFIGDCMVKEODNZHN6HQWO3JY6I6A/ref=cm_cr_arp_d_pdp?ie=UTF8,Way better than expected.. used to use aux cord but the sound is the same..would have gave it 5 stars but it feels flimsy because of materials.
312,Kindle Customer,4,Not the type of timers i was looking to purchase.,https://www.amazon.com/gp/profile/amzn1.account.AGC3DO4TYYEYI7247T4XWP2WEFNQ/ref=cm_cr_arp_d_pdp?ie=UTF8,These timers seem to be great for kitchen/ cooking timers.  But they are not what i was looking for.
313,Texas Lady,5,Harbor Digital Kitchen Timer Cooking Timer a good deal!,https://www.amazon.com/gp/profile/amzn1.account.AERZ6SMAIT4AAEBG5MOBAUTH32JA/ref=cm_cr_arp_d_pdp?ie=UTF8,"This Harbor Digital Kitchen Timer (blue and white) is one of the nicest  timers I have ever purchased. It's appearance is esthetically pleasing, it's just the right size for my hands and has a smooth feel, has a very nice stand for staying upright, the numbers are large and therefore easy to check from a distance, and the volume is quite adequate without being too loud from nearby. The function buttons are very easy to understand and use, and it seems very solid and well-made.  I believe the price was very good for such a useful kitchen timer. I will be ordering a couple more for other applications around our home."
314,Mimi,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AHUXQKFV667YLP6EP6J4YZGPLVEA/ref=cm_cr_arp_d_pdp?ie=UTF8,Super easy to set up! Connected fast with my iPhone 7 Plus! Love it!
315,Mimi,5,Five Stars,https://www.amazon.com/gp/profile/amzn1.account.AHUXQKFV667YLP6EP6J4YZGPLVEA/ref=cm_cr_arp_d_pdp?ie=UTF8,Super easy to set up! Connected fast with my iPhone 7 Plus! Love it!
